# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    7    145     32     34    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     41     12 
    0    144     32     34    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     42     12 
    1    144     35     36    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     41     12 
    2    150     40     42    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     40     12 
    3    143     35     35    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     41     12 
    4    148     35     37    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     40     12 
    5    146     35     38    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     41     12 
    6    155     35     37    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     40     11 
    7    145     33     35    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     41     12 
    0    144     33     34    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     44     12 
    1    144     35     37    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     42     12 
    2    150     40     42    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     41     12 
    3    145     36     36    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     40     12 
    4    148     36     38    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     43     13 
    5    146     35     38    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     42     12 
    6    155     35     37    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     40     11 
    7    145     33     35    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     25      0 
    0    144     33     35    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     42     12 
    1    145     35     37    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     43     12 
    2     70     38     36      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     69     35     32      6      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     34     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     34     33      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6    155     36     38    100    100      0      0      -      -    877   1530      0      0    772      6      0      0      0      0     40     11 
    7     67     31     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     31     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     34     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     37     36      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      5      0 
    3     69     34     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     33     31      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     33      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     72     33     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     31     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     68     31     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     35      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     69     33     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     33     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     31     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      1      0 
    2     70     36     35      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     33     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     31     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     35      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     31     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      1 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     31     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     67     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      1      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      3      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      5      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     67     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     67     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     67     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     32     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     68     32     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      3      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      2      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     28      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     68     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     68     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     67     30     28      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    1     67     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    2     70     36     34      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    3     58     33     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     68     32     30      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     71     33     29      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    7     67     30     27      0      0      0      0      -      -    877   1530      0      0    772      6      0      0      0      0      0      0 
    0     57     30     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     36     34      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     58     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     70     33     32      0      0      0      0      -      -    877   1530      0      0    820      6      0      0      0      0      0      0 
    6     60     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     57     30     27      0      0      0      0      -      -    877   1312      0      0    772      6      0      0      0      0      0      0 
    0     57     30     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      1      0 
    1     57     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     34      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     58     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     33     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     57     29     27      0      0      0      0      -      -    877   1312      0      0    772      6      0      0      0      0      0      0 
    0     57     30     27      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     34      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     58     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    7     57     29     27      0      0      0      0      -      -    877   1312      0      0    772      6      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     57     30     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    1     57     32     28      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    2     59     35     34      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    3     58     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    4     58     31     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    5     59     32     32      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
    6     60     32     29      0      0      0      0      -      -    877   1312      0      0    820      6      0      0      0      0      0      0 
