# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    177     35     42    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    177     35     43    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    178     36     43    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    178     36     44    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     29      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    178     36     44    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    178     37     44    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     25      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    178     37     44    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      4      0 
    0    178     37     45    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    179     38     45    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    0    179     38     45    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     26      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     30     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    179     38     46    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    179     38     46    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    179     38     46    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     26      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    179     39     46    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     25      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      3      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      4      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    0    179     39     46    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    179     39     47    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     24      8 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0    179     39     47    100    100      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0     26      9 
    1     41     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     70     37     36      0      0      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0      0      0 
    1     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     69     36     34      0      0      0      0      -      -    877   1530      0      0   2362      6      0      0      0      0      0      7 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     35     33    100      5      0      0      -      -    877   1530      0      0   2364      6      0      0      0      0  13144   1506 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     35     33    100      5      0      0      -      -    877   1530      0      0   2364      6      0      0      0      0  13145   1493 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      5      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    4     42     28     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     35     32    100      5      0      0      -      -    877   1530      0      0   2364      6      0      0      0      0  13097   1502 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     34     32    100      5      0      0      -      -    877   1530      0      0   1340      6      0      0      0      0  13149   1503 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     26     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     34     32    100      5      0      0      -      -    877   1530      0      0   1340      6      0      0      0      0  13095   1497 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     34     31    100      5      0      0      -      -    877   1530      0      0   1340      6      0      0      0      0  13129   1503 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     34     31    100      5      0      0      -      -    877   1530      0      0   1340      6      0      0      0      0  13145   1503 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0     71     34     31    100      5      0      0      -      -    877   1530      0      0   1340      6      0      0      0      0  13154   1505 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      1      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    3     43     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    4     42     28     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    5     43     29     29      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    6     42     29     26      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    7     41     27     25      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    0     72     33     31    100      5      0      0      -      -    877   1530      0      0   1340      6      0      0      0      0  13146   1502 
    1     42     30     27      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
    2     42     31     30      0      0      0      0      -      -    877    135      0      0      4      4      0      0      0      0      0      0 
